id,period,status,city_client,department_client,status_str,department_code,country_client
1066,2023-04-17 10:23:02,1,Ábrego,Norte de Santander,active,54,Colombia
1067,2022-09-20 07:29:16,0,Montenegro,Quindío,inactive,63,Colombia
1068,2023-02-07 20:00:19,0,Marinilla,Antioquia,inactive,5,Colombia
1069,2023-05-28 21:42:00,1,Convención,Norte de Santander,active,54,Colombia
1070,2023-12-31 00:51:55,0,Planeta Rica,Córdoba,inactive,23,Colombia
1071,2023-04-09 01:35:39,1,La Capilla,Boyacá,active,15,Colombia
1072,2024-01-23 13:27:38,0,Zapatoca,Santander,inactive,68,Colombia
1073,2024-01-13 07:08:15,1,El Cantón del San Pablo,Chocó,active,27,Colombia
1074,2023-04-20 14:19:29,1,Medio Atrato,Chocó,active,27,Colombia
1075,2023-02-01 07:07:20,0,Choachí,Cundinamarca,inactive,25,Colombia
1076,2022-07-21 22:56:08,0,Timbiquí,Cauca,inactive,19,Colombia
1077,2023-09-30 02:08:56,1,Granada,Antioquia,active,5,Colombia
1078,2023-03-13 10:03:10,1,Génova,Quindío,active,63,Colombia
1079,2023-12-14 05:01:01,1,Samacá,Boyacá,active,15,Colombia
1080,2023-11-18 18:16:57,1,Palermo,Huila,active,41,Colombia
1081,2022-09-21 19:11:05,1,Barichara,Santander,active,68,Colombia
1082,2023-01-10 08:45:55,1,Margarita,Bolívar,active,13,Colombia
1083,2024-01-17 02:54:59,1,Sapuyes,Nariño,active,52,Colombia
1084,2022-02-21 03:30:31,0,Los Andes,Nariño,inactive,52,Colombia
1085,2022-02-25 02:15:35,0,San Francisco,Cundinamarca,inactive,25,Colombia
1086,2022-02-14 19:29:15,1,Piojó,Atlántico,active,8,Colombia
1087,2022-07-05 18:04:31,0,Piedecuesta,Santander,inactive,68,Colombia
1088,2023-08-10 16:00:03,0,Ocamonte,Santander,inactive,68,Colombia
1089,2023-08-31 00:56:29,1,Monterrey,Casanare,active,85,Colombia
1090,2023-09-28 14:48:02,0,Busbanzá,Boyacá,inactive,15,Colombia
1091,2023-11-19 12:12:11,0,Medellín,Antioquia,inactive,5,Colombia
1092,2024-01-11 14:44:06,1,Funes,Nariño,active,52,Colombia
1093,2023-02-28 01:27:57,1,Cocorná,Antioquia,active,5,Colombia
1094,2023-08-18 10:09:06,1,Imués,Nariño,active,52,Colombia
1095,2022-05-24 14:10:37,1,Quebradanegra,Cundinamarca,active,25,Colombia
1096,2023-05-15 16:58:37,0,Aipe,Huila,inactive,41,Colombia
1097,2022-04-03 16:43:05,0,Santacruz,Nariño,inactive,52,Colombia
1098,2022-08-12 17:32:17,0,La Calera,Cundinamarca,inactive,25,Colombia
1099,2023-11-14 21:26:10,1,Belén de Umbría,Risaralda,active,66,Colombia
1100,2022-06-14 00:23:16,0,Puracé,Cauca,inactive,19,Colombia
1101,2022-04-24 03:02:03,1,Acandí,Chocó,active,27,Colombia
1102,2022-07-21 16:16:28,1,Providencia,Nariño,active,52,Colombia
1103,2023-01-12 20:26:04,1,Calarcá,Quindío,active,63,Colombia
1104,2023-04-24 13:41:53,1,Cali,Valle del Cauca,active,76,Colombia
1105,2022-01-27 11:46:23,1,Atrato,Chocó,active,27,Colombia
1106,2022-10-17 13:55:10,1,Mistrató,Risaralda,active,66,Colombia
1107,2022-08-10 21:24:20,1,San Martín,Meta,active,50,Colombia
1108,2022-03-06 18:57:34,0,Barichara,Santander,inactive,68,Colombia
1109,2023-01-14 15:58:21,0,Guamo,Tolima,inactive,73,Colombia
1110,2023-10-21 03:52:19,0,Bolívar,Valle del Cauca,inactive,76,Colombia
1111,2023-06-20 07:52:22,1,Ponedera,Atlántico,active,8,Colombia
1112,2023-11-22 08:23:57,1,El Cantón del San Pablo,Chocó,active,27,Colombia
1113,2023-02-24 22:39:18,1,Río de Oro,Cesar,active,20,Colombia
1114,2022-05-19 15:01:54,0,Ponedera,Atlántico,inactive,8,Colombia
1115,2022-04-11 01:32:11,1,Nimaima,Cundinamarca,active,25,Colombia
1116,2023-04-06 10:29:38,0,Belén de Umbría,Risaralda,inactive,66,Colombia
1117,2023-04-25 08:43:34,1,El Guacamayo,Santander,active,68,Colombia
1118,2022-04-17 02:45:56,0,Macanal,Boyacá,inactive,15,Colombia
1119,2023-06-18 20:16:11,0,Victoria,Caldas,inactive,17,Colombia
1120,2022-05-22 03:27:31,0,Mongua,Boyacá,inactive,15,Colombia
1121,2022-11-05 12:30:10,1,El Tambo,Cauca,active,19,Colombia
1122,2022-06-16 10:59:56,1,Casabianca,Tolima,active,73,Colombia
1123,2022-03-17 03:25:41,1,Colosó,Sucre,active,70,Colombia
1124,2022-02-21 08:27:42,0,Ituango,Antioquia,inactive,5,Colombia
1125,2022-03-19 01:40:10,0,Unión Panamericana,Chocó,inactive,27,Colombia
1126,2024-01-15 01:24:40,1,Mapiripán,Meta,active,50,Colombia
1127,2023-05-14 09:44:35,0,Vianí,Cundinamarca,inactive,25,Colombia
1128,2022-03-20 09:08:03,1,El Dorado,Meta,active,50,Colombia
1129,2022-11-29 03:27:24,0,González,Cesar,inactive,20,Colombia
1130,2022-06-18 05:17:31,1,Puerres,Nariño,active,52,Colombia
1131,2023-09-04 08:28:45,1,Momil,Córdoba,active,23,Colombia
1132,2023-01-22 07:14:33,1,Pacoa,Vaupés,active,97,Colombia
1133,2022-10-12 23:16:48,0,San Pablo,Nariño,inactive,52,Colombia
1134,2024-01-11 17:19:18,0,Cartago,Valle del Cauca,inactive,76,Colombia
1135,2022-02-10 07:45:55,0,Sabaneta,Antioquia,inactive,5,Colombia
1136,2023-06-10 17:48:14,1,Campohermoso,Boyacá,active,15,Colombia
1137,2023-02-11 15:39:32,0,Betania,Antioquia,inactive,5,Colombia
1138,2022-11-06 00:28:39,0,San Miguel,Putumayo,inactive,86,Colombia
1139,2023-12-31 21:16:57,1,La Merced,Caldas,active,17,Colombia
1140,2022-02-23 06:28:05,0,Chipatá,Santander,inactive,68,Colombia
1141,2023-11-10 07:17:19,0,Arauca,Arauca,inactive,81,Colombia
1142,2022-04-26 20:12:36,1,Teorama,Norte de Santander,active,54,Colombia
1143,2023-02-18 03:59:13,1,Usiacurí,Atlántico,active,8,Colombia
1144,2023-01-07 10:00:40,1,La Jagua de Ibirico,Cesar,active,20,Colombia
1145,2022-06-01 16:55:31,1,Tunja,Boyacá,active,15,Colombia
1146,2023-05-20 03:58:15,0,El Cantón del San Pablo,Chocó,inactive,27,Colombia
1147,2022-03-01 06:53:32,1,Paipa,Boyacá,active,15,Colombia
1148,2022-03-29 11:09:00,1,San Andrés,Santander,active,68,Colombia
1149,2022-05-01 05:14:44,1,Pácora,Caldas,active,17,Colombia
1150,2022-08-25 17:57:51,0,Gachancipá,Cundinamarca,inactive,25,Colombia
1151,2022-04-10 02:04:36,0,Nueva Granada,Magdalena,inactive,47,Colombia
1152,2023-02-03 03:58:59,0,Santiago,Norte de Santander,inactive,54,Colombia
1153,2022-12-17 17:34:45,1,Sandoná,Nariño,active,52,Colombia
1154,2023-07-18 07:23:43,0,Algarrobo,Magdalena,inactive,47,Colombia
1155,2023-07-12 07:52:26,1,Albán,Cundinamarca,active,25,Colombia
1156,2022-04-14 10:05:42,0,Viracachá,Boyacá,inactive,15,Colombia
1157,2022-07-30 15:23:26,0,San Vicente del Caguán,Caquetá,inactive,18,Colombia
1158,2024-01-03 22:09:30,1,Cumbitara,Nariño,active,52,Colombia
1159,2023-10-17 08:08:29,0,Arboleda,Nariño,inactive,52,Colombia
1160,2022-11-29 10:21:28,0,Solita,Caquetá,inactive,18,Colombia
1161,2023-06-25 14:10:09,0,Yacopí,Cundinamarca,inactive,25,Colombia
1162,2022-12-01 09:21:53,0,Tocaima,Cundinamarca,inactive,25,Colombia
1163,2023-06-12 11:03:42,0,El Cantón del San Pablo,Chocó,inactive,27,Colombia
1164,2022-08-03 06:35:47,1,Morichal,Guainía,active,94,Colombia
1165,2023-12-21 08:41:42,0,Motavita,Boyacá,inactive,15,Colombia
1166,2022-03-10 07:34:31,0,Paz de Río,Boyacá,inactive,15,Colombia
1167,2022-07-30 20:42:45,1,Tena,Cundinamarca,active,25,Colombia
1168,2022-10-20 20:45:51,0,San Antonio del Tequendama,Cundinamarca,inactive,25,Colombia
1169,2023-03-31 21:37:24,1,Sahagún,Córdoba,active,23,Colombia
1170,2023-04-16 09:02:37,0,Heliconia,Antioquia,inactive,5,Colombia
1171,2023-01-12 14:06:55,1,Bogotá,Cundinamarca,active,25,Colombia
1172,2022-11-25 16:18:59,0,Guacarí,Valle del Cauca,inactive,76,Colombia
1173,2023-09-18 00:25:05,1,Nariño,Nariño,active,52,Colombia
1174,2023-09-23 13:13:10,1,Magangué,Bolívar,active,13,Colombia
1175,2023-08-24 06:17:55,1,Galapa,Atlántico,active,8,Colombia
1176,2022-01-14 06:01:44,1,Andes,Antioquia,active,5,Colombia
1177,2023-03-02 08:12:44,0,Carmen de Carupa,Cundinamarca,inactive,25,Colombia
1178,2022-06-17 14:21:34,0,Lebrija,Santander,inactive,68,Colombia
1179,2022-01-09 01:52:39,1,El Carmen de Atrato,Chocó,active,27,Colombia
1180,2022-01-26 22:43:08,1,La Argentina,Huila,active,41,Colombia
1181,2022-07-30 18:12:50,1,Pueblo Bello,Cesar,active,20,Colombia
1182,2023-09-12 10:41:15,0,Hatonuevo,La Guajira,inactive,44,Colombia
1183,2022-01-16 02:36:00,0,Villanueva,Santander,inactive,68,Colombia
1184,2022-06-19 16:43:52,1,Guayabetal,Cundinamarca,active,25,Colombia
1185,2022-10-22 15:19:50,1,Sabaneta,Antioquia,active,5,Colombia
1186,2022-04-16 08:30:34,1,Anapoima,Cundinamarca,active,25,Colombia
1187,2023-11-16 04:43:18,1,Calamar,Bolívar,active,13,Colombia
1188,2022-02-28 15:43:35,0,Nueva Granada,Magdalena,inactive,47,Colombia
1189,2022-05-02 21:03:37,1,Bojayá,Chocó,active,27,Colombia
1190,2023-04-25 14:04:23,1,La Esperanza,Norte de Santander,active,54,Colombia
1191,2023-03-23 02:15:28,0,Susa,Cundinamarca,inactive,25,Colombia
1192,2022-06-15 06:04:04,1,San Carlos,Antioquia,active,5,Colombia
1193,2023-08-22 20:26:06,0,Itagüí,Antioquia,inactive,5,Colombia
1194,2023-05-19 19:42:51,0,Barranquilla,Atlántico,inactive,8,Colombia
1195,2023-05-07 13:04:58,0,Piamonte,Cauca,inactive,19,Colombia
1196,2023-10-29 14:42:46,0,Guaduas,Cundinamarca,inactive,25,Colombia
1197,2023-06-10 23:31:33,1,Cuítiva,Boyacá,active,15,Colombia
1198,2023-09-04 11:45:19,1,Palestina,Huila,active,41,Colombia
1199,2023-12-24 03:04:37,1,Solita,Caquetá,active,18,Colombia
1200,2023-03-15 09:18:36,1,Candelaria,Atlántico,active,8,Colombia
1201,2022-01-30 18:32:30,1,Belén,Boyacá,active,15,Colombia
1202,2023-02-03 03:50:13,0,Alto Baudó,Chocó,inactive,27,Colombia
1203,2023-07-19 02:52:40,1,Pereira,Risaralda,active,66,Colombia
1204,2022-10-08 13:33:41,1,Villanueva,Santander,active,68,Colombia
1205,2023-12-10 14:27:51,1,Miranda,Cauca,active,19,Colombia
1206,2023-07-28 10:28:50,1,Heliconia,Antioquia,active,5,Colombia
1207,2023-07-16 17:23:44,0,Mutiscua,Norte de Santander,inactive,54,Colombia
1208,2022-09-30 02:15:44,0,Ovejas,Sucre,inactive,70,Colombia
1209,2023-10-10 04:27:01,1,Génova,Quindío,active,63,Colombia
1210,2022-09-10 04:48:22,0,Mutiscua,Norte de Santander,inactive,54,Colombia
1211,2022-06-26 01:04:19,1,Planadas,Tolima,active,73,Colombia
1212,2023-05-31 22:59:54,1,Ciénega,Boyacá,active,15,Colombia
1213,2023-06-06 06:44:26,0,Páez,Cauca,inactive,19,Colombia
1214,2023-11-23 00:21:20,0,San Alberto,Cesar,inactive,20,Colombia
1215,2024-01-08 02:00:09,1,Becerril,Cesar,active,20,Colombia
1216,2023-08-05 06:35:36,1,Colombia,Huila,active,41,Colombia
1217,2023-11-07 13:14:09,1,Santa Cruz de Mompox,Bolívar,active,13,Colombia
1218,2022-11-19 09:01:22,0,Sibundoy,Putumayo,inactive,86,Colombia
1219,2022-04-30 01:40:50,1,Cocorná,Antioquia,active,5,Colombia
1220,2022-10-06 00:10:09,1,Potosí,Nariño,active,52,Colombia
1221,2022-05-21 07:29:45,1,Socha,Boyacá,active,15,Colombia
1222,2022-06-17 17:28:01,0,Landázuri,Santander,inactive,68,Colombia
1223,2022-08-06 21:55:41,1,Motavita,Boyacá,active,15,Colombia
1224,2022-07-16 16:29:44,0,María la Baja,Bolívar,inactive,13,Colombia
1225,2023-11-29 19:43:00,0,Puerto Leguízamo,Putumayo,inactive,86,Colombia
1226,2022-05-13 10:58:26,1,Yalí,Antioquia,active,5,Colombia
1227,2023-02-12 23:08:02,1,Concepción,Antioquia,active,5,Colombia
1228,2022-12-28 21:59:07,1,Herveo,Tolima,active,73,Colombia
1229,2022-08-22 12:35:57,0,Tona,Santander,inactive,68,Colombia
1230,2023-07-16 12:54:56,1,Puerto Libertador,Córdoba,active,23,Colombia
1231,2022-01-16 01:50:41,0,Santander de Quilichao,Cauca,inactive,19,Colombia
1232,2023-12-22 20:33:33,1,Puerto Colombia,Atlántico,active,8,Colombia
1233,2024-01-15 22:09:34,1,Sahagún,Córdoba,active,23,Colombia
1234,2023-05-06 04:59:24,0,El Rosal,Cundinamarca,inactive,25,Colombia
1235,2023-02-05 22:10:37,0,Valle de San José,Santander,inactive,68,Colombia
1236,2023-12-31 14:18:51,0,Acevedo,Huila,inactive,41,Colombia
1237,2022-02-28 17:28:38,1,Garzón,Huila,active,41,Colombia
1238,2023-12-25 12:41:16,1,Pamplona,Norte de Santander,active,54,Colombia
1239,2022-11-03 14:02:55,0,Fresno,Tolima,inactive,73,Colombia
1240,2023-03-24 00:23:54,0,María la Baja,Bolívar,inactive,13,Colombia
1241,2023-11-27 06:16:47,0,Mongua,Boyacá,inactive,15,Colombia
1242,2023-05-13 20:18:46,0,Argelia,Cauca,inactive,19,Colombia
1243,2022-06-27 18:20:21,0,Manzanares,Caldas,inactive,17,Colombia
1244,2022-06-15 23:52:39,1,Santa Helena del Opón,Santander,active,68,Colombia
1245,2023-10-22 15:50:50,1,Puerto Santander,Norte de Santander,active,54,Colombia
1246,2022-02-17 16:05:21,0,Nuquí,Chocó,inactive,27,Colombia
1247,2023-05-19 08:37:40,0,El Paso,Cesar,inactive,20,Colombia
1248,2023-03-26 06:25:52,1,Chalán,Sucre,active,70,Colombia
1249,2023-10-02 09:01:33,0,Carolina,Antioquia,inactive,5,Colombia
1250,2023-06-23 18:47:57,1,Chigorodó,Antioquia,active,5,Colombia
1251,2023-07-21 12:52:24,1,Pamplonita,Norte de Santander,active,54,Colombia
1252,2022-12-19 06:51:37,1,Teorama,Norte de Santander,active,54,Colombia
1253,2023-03-27 06:17:41,1,Bajo Baudó,Chocó,active,27,Colombia
1254,2023-10-21 18:12:40,1,Tamalameque,Cesar,active,20,Colombia
1255,2023-12-18 23:17:48,1,Santa Fé de Antioquia,Antioquia,active,5,Colombia
1256,2022-03-05 05:03:17,1,Córdoba,Bolívar,active,13,Colombia
1257,2022-11-07 19:36:34,1,Soacha,Cundinamarca,active,25,Colombia
1258,2023-04-09 04:39:09,1,Coello,Tolima,active,73,Colombia
1259,2023-12-20 12:41:18,0,Simijaca,Cundinamarca,inactive,25,Colombia
1260,2022-12-03 20:52:33,0,Caicedo,Antioquia,inactive,5,Colombia
1261,2023-04-16 06:18:10,0,Copacabana,Antioquia,inactive,5,Colombia
1262,2022-01-25 12:06:35,0,Cereté,Córdoba,inactive,23,Colombia
1263,2022-10-02 14:05:19,0,Guapi,Cauca,inactive,19,Colombia
1264,2023-07-14 08:17:22,1,Sora,Boyacá,active,15,Colombia
1265,2023-04-30 00:57:22,0,Agua de Dios,Cundinamarca,inactive,25,Colombia
1266,2023-07-27 21:31:46,0,Hobo,Huila,inactive,41,Colombia
1267,2022-08-27 03:02:02,0,Mallama,Nariño,inactive,52,Colombia
1268,2023-08-02 05:49:01,0,Sotará Paispamba,Cauca,inactive,19,Colombia
1269,2022-05-30 15:17:38,1,Atrato,Chocó,active,27,Colombia
1270,2023-05-10 08:53:09,1,Guadalajara de Buga,Valle del Cauca,active,76,Colombia
1271,2022-02-23 01:58:44,1,Bugalagrande,Valle del Cauca,active,76,Colombia
1272,2022-10-24 00:28:17,1,Moniquirá,Boyacá,active,15,Colombia
1273,2023-04-09 13:50:07,1,Santa Bárbara,Antioquia,active,5,Colombia
1274,2022-04-21 16:16:21,0,Cubará,Boyacá,inactive,15,Colombia
1275,2022-12-24 13:25:37,1,Bucaramanga,Santander,active,68,Colombia
1276,2022-09-19 01:54:52,0,Sardinata,Norte de Santander,inactive,54,Colombia
1277,2022-05-11 02:13:31,1,Santiago de Tolú,Sucre,active,70,Colombia
1278,2022-04-09 00:02:02,1,Pamplona,Norte de Santander,active,54,Colombia
1279,2023-01-30 17:06:53,0,Pivijay,Magdalena,inactive,47,Colombia
1280,2023-12-08 17:11:16,0,Pitalito,Huila,inactive,41,Colombia
1281,2023-04-20 06:41:19,0,Santa María,Huila,inactive,41,Colombia
1282,2023-09-24 06:57:44,0,La Salina,Casanare,inactive,85,Colombia
1283,2022-08-06 16:10:35,0,Patía,Cauca,inactive,19,Colombia
1284,2022-02-25 04:55:57,1,Somondoco,Boyacá,active,15,Colombia
1285,2022-01-01 05:02:23,0,Nimaima,Cundinamarca,inactive,25,Colombia
1286,2023-10-10 11:35:10,1,Maripí,Boyacá,active,15,Colombia
1287,2022-06-08 23:15:08,1,Sabanas de San Ángel,Magdalena,active,47,Colombia
1288,2022-08-09 22:09:52,0,Santiago,Norte de Santander,inactive,54,Colombia
1289,2023-06-27 06:55:25,1,Nátaga,Huila,active,41,Colombia
1290,2023-10-25 06:42:42,1,Barbosa,Antioquia,active,5,Colombia
1291,2022-11-21 20:11:52,1,Tasco,Boyacá,active,15,Colombia
1292,2022-10-14 00:13:14,0,San Pedro,Valle del Cauca,inactive,76,Colombia
1293,2022-02-15 19:21:49,0,Mutatá,Antioquia,inactive,5,Colombia
1294,2022-08-24 14:00:45,1,Gutiérrez,Cundinamarca,active,25,Colombia
1295,2023-03-14 23:14:15,1,Susa,Cundinamarca,active,25,Colombia
1296,2023-02-08 19:48:18,0,Aldana,Nariño,inactive,52,Colombia
1297,2023-05-26 23:17:51,0,Vetas,Santander,inactive,68,Colombia
1298,2023-04-27 03:27:02,1,Gamarra,Cesar,active,20,Colombia
1299,2023-08-16 06:03:54,0,Cumaral,Meta,inactive,50,Colombia
1300,2023-02-16 17:02:33,0,Chinácota,Norte de Santander,inactive,54,Colombia
1301,2023-02-09 04:07:45,0,Soplaviento,Bolívar,inactive,13,Colombia
1302,2023-05-09 10:07:50,1,Suan,Atlántico,active,8,Colombia
1303,2023-07-29 07:59:47,1,San José,Caldas,active,17,Colombia
1304,2022-09-03 08:11:00,1,Puerto Rico,Caquetá,active,18,Colombia
1305,2023-04-06 08:13:05,0,Almeida,Boyacá,inactive,15,Colombia
1306,2022-01-23 08:19:04,1,Granada,Antioquia,active,5,Colombia
1307,2022-11-13 06:57:40,1,San Luis de Gaceno,Boyacá,active,15,Colombia
1308,2024-01-22 13:05:52,0,Guamal,Magdalena,inactive,47,Colombia
1309,2023-01-03 13:43:42,1,Ciénaga de Oro,Córdoba,active,23,Colombia
1310,2023-03-29 15:34:43,1,Envigado,Antioquia,active,5,Colombia
1311,2023-08-02 16:04:36,0,La Esperanza,Norte de Santander,inactive,54,Colombia
1312,2022-02-17 14:39:56,1,Copacabana,Antioquia,active,5,Colombia
1313,2022-11-15 07:13:01,0,Socha,Boyacá,inactive,15,Colombia
1314,2023-01-25 06:06:51,0,Alejandría,Antioquia,inactive,5,Colombia
1315,2023-11-11 12:15:23,1,Carmen de Carupa,Cundinamarca,active,25,Colombia
1316,2022-05-06 01:47:14,1,El Espino,Boyacá,active,15,Colombia
1317,2022-06-27 20:55:15,1,Fredonia,Antioquia,active,5,Colombia
1318,2022-02-18 23:18:12,0,Bochalema,Norte de Santander,inactive,54,Colombia
1319,2023-01-20 15:52:08,1,Marquetalia,Caldas,active,17,Colombia
1320,2023-01-03 22:58:21,1,Argelia,Cauca,active,19,Colombia
1321,2023-06-10 22:15:15,0,Guayabetal,Cundinamarca,inactive,25,Colombia
1322,2023-08-10 12:26:51,0,Balboa,Risaralda,inactive,66,Colombia
1323,2022-04-16 16:22:51,0,Pinillos,Bolívar,inactive,13,Colombia
1324,2023-08-18 07:49:00,1,Manzanares,Caldas,active,17,Colombia
1325,2022-10-10 00:54:16,1,Suaita,Santander,active,68,Colombia
1326,2022-09-29 15:09:10,0,Roncesvalles,Tolima,inactive,73,Colombia
1327,2022-09-23 21:15:02,0,Puebloviejo,Magdalena,inactive,47,Colombia
1328,2023-05-28 22:27:10,1,Albán,Cundinamarca,active,25,Colombia
1329,2022-12-30 15:53:27,1,Tibacuy,Cundinamarca,active,25,Colombia
1330,2023-05-26 21:22:55,0,San Gil,Santander,inactive,68,Colombia
1331,2023-11-17 20:55:28,1,Bolívar,Valle del Cauca,active,76,Colombia
1332,2023-09-20 08:07:10,1,Planeta Rica,Córdoba,active,23,Colombia
1333,2022-10-14 11:41:03,0,Santa María,Boyacá,inactive,15,Colombia
1334,2022-04-29 13:28:18,1,Guayabetal,Cundinamarca,active,25,Colombia
1335,2022-07-20 23:04:56,0,Coyaima,Tolima,inactive,73,Colombia
1336,2022-04-25 22:27:59,0,Candelaria,Atlántico,inactive,8,Colombia
1337,2022-08-15 17:20:12,0,Peque,Antioquia,inactive,5,Colombia
1338,2023-08-29 02:10:48,0,Chivatá,Boyacá,inactive,15,Colombia
1339,2022-04-19 07:28:06,1,Ibagué,Tolima,active,73,Colombia
1340,2023-05-05 14:30:40,1,San Martín,Meta,active,50,Colombia
1341,2023-07-29 16:30:43,1,Necoclí,Antioquia,active,5,Colombia
1342,2023-03-26 05:25:55,0,Puerto Berrío,Antioquia,inactive,5,Colombia
1343,2022-07-11 05:26:46,0,Altamira,Huila,inactive,41,Colombia
1344,2022-12-18 06:52:54,1,Calima,Valle del Cauca,active,76,Colombia
1345,2023-02-11 18:54:50,1,Cartago,Valle del Cauca,active,76,Colombia
1346,2023-03-27 00:55:00,0,Cajamarca,Tolima,inactive,73,Colombia
1347,2023-10-26 02:26:15,1,Santana,Boyacá,active,15,Colombia
1348,2022-10-03 08:34:03,0,Firavitoba,Boyacá,inactive,15,Colombia
1349,2022-08-25 08:31:36,0,Jericó,Antioquia,inactive,5,Colombia
1350,2023-10-05 15:45:44,1,Patía,Cauca,active,19,Colombia
1351,2023-02-03 11:14:48,0,Arboleda,Nariño,inactive,52,Colombia
1352,2022-01-22 04:05:57,1,El Dorado,Meta,active,50,Colombia
1353,2022-01-05 01:51:32,0,San Cristóbal,Bolívar,inactive,13,Colombia
1354,2022-07-31 23:28:18,1,Gámbita,Santander,active,68,Colombia
1355,2023-04-14 22:22:55,0,Monguí,Boyacá,inactive,15,Colombia
1356,2022-12-15 05:16:43,1,Bojayá,Chocó,active,27,Colombia
1357,2023-09-26 14:45:18,1,Mistrató,Risaralda,active,66,Colombia
1358,2022-10-09 21:48:37,1,Chiscas,Boyacá,active,15,Colombia
1359,2022-07-11 18:40:15,1,Almaguer,Cauca,active,19,Colombia
1360,2022-09-21 04:35:23,1,Quípama,Boyacá,active,15,Colombia
1361,2022-01-14 04:58:41,1,Arcabuco,Boyacá,active,15,Colombia
1362,2022-05-10 16:08:24,0,Ragonvalia,Norte de Santander,inactive,54,Colombia
1363,2024-01-10 01:06:14,0,Pinillos,Bolívar,inactive,13,Colombia
1364,2022-12-04 04:13:31,1,Guayatá,Boyacá,active,15,Colombia
1365,2022-04-29 15:29:27,1,Arbeláez,Cundinamarca,active,25,Colombia
1366,2022-04-04 14:39:20,1,Ginebra,Valle del Cauca,active,76,Colombia
1367,2023-01-14 04:45:55,1,El Tambo,Nariño,active,52,Colombia
1368,2022-11-09 18:58:31,1,Pisba,Boyacá,active,15,Colombia
1369,2022-10-17 12:36:16,0,Pijiño del Carmen,Magdalena,inactive,47,Colombia
1370,2022-11-18 19:53:49,1,Villeta,Cundinamarca,active,25,Colombia
1371,2023-10-09 03:18:01,1,Santa Bárbara de Pinto,Magdalena,active,47,Colombia
1372,2022-09-07 17:41:07,1,Versalles,Valle del Cauca,active,76,Colombia
1373,2023-07-21 03:10:33,0,Galán,Santander,inactive,68,Colombia
1374,2022-05-26 01:44:06,1,Rionegro,Santander,active,68,Colombia
1375,2022-12-20 11:52:19,0,El Copey,Cesar,inactive,20,Colombia
1376,2023-06-18 00:41:19,1,Segovia,Antioquia,active,5,Colombia
1377,2022-02-23 10:02:58,0,Albania,Santander,inactive,68,Colombia
1378,2023-09-27 02:29:39,0,Cimitarra,Santander,inactive,68,Colombia
1379,2023-01-17 17:40:32,1,Puerto Tejada,Cauca,active,19,Colombia
1380,2022-07-06 21:07:31,1,Sácama,Casanare,active,85,Colombia
1381,2022-01-30 23:41:32,0,Juan de Acosta,Atlántico,inactive,8,Colombia
1382,2023-09-02 14:11:03,0,Gigante,Huila,inactive,41,Colombia
1383,2022-01-07 21:54:24,1,Corrales,Boyacá,active,15,Colombia
1384,2023-08-11 01:06:31,1,Colón,Putumayo,active,86,Colombia
1385,2022-12-12 02:44:35,0,Florencia,Caquetá,inactive,18,Colombia
1386,2023-03-04 12:59:06,0,San Luis de Sincé,Sucre,inactive,70,Colombia
1387,2022-01-10 15:26:10,1,Bucarasica,Norte de Santander,active,54,Colombia
1388,2023-01-14 02:08:45,1,Nátaga,Huila,active,41,Colombia
1389,2022-12-22 06:52:07,0,El Encanto,Amazonas,inactive,91,Colombia
1390,2023-11-17 16:40:58,0,Guachetá,Cundinamarca,inactive,25,Colombia
1391,2023-09-15 16:30:44,0,Macaravita,Santander,inactive,68,Colombia
1392,2023-08-05 02:51:07,1,Itagüí,Antioquia,active,5,Colombia
1393,2022-01-25 06:11:04,0,Chaparral,Tolima,inactive,73,Colombia
1394,2022-02-01 05:03:20,0,Heliconia,Antioquia,inactive,5,Colombia
1395,2023-01-04 02:58:55,0,Maceo,Antioquia,inactive,5,Colombia
1396,2022-07-01 06:05:05,1,Cubará,Boyacá,active,15,Colombia
1397,2022-02-15 17:44:10,1,Bello,Antioquia,active,5,Colombia
1398,2022-09-16 07:20:12,0,Gutiérrez,Cundinamarca,inactive,25,Colombia
1399,2022-10-25 11:06:55,1,Mallama,Nariño,active,52,Colombia
1400,2023-11-18 13:48:23,0,La Dorada,Caldas,inactive,17,Colombia
1401,2023-10-15 00:34:25,1,Agrado,Huila,active,41,Colombia
1402,2022-01-17 19:38:20,1,Quimbaya,Quindío,active,63,Colombia
1403,2022-09-11 21:25:47,0,Yondó,Antioquia,inactive,5,Colombia
1404,2022-02-24 01:15:12,0,San Pablo de Borbur,Boyacá,inactive,15,Colombia
1405,2023-09-18 08:02:49,0,Ramiriquí,Boyacá,inactive,15,Colombia
1406,2022-08-22 12:08:09,0,Maripí,Boyacá,inactive,15,Colombia
1407,2023-09-13 22:34:59,1,Puente Nacional,Santander,active,68,Colombia
1408,2022-08-14 11:10:24,1,Salgar,Antioquia,active,5,Colombia
1409,2022-01-25 01:38:12,1,Quimbaya,Quindío,active,63,Colombia
1410,2022-09-17 16:02:32,0,Distracción,La Guajira,inactive,44,Colombia
1411,2024-01-02 09:45:33,1,Bosconia,Cesar,active,20,Colombia
1412,2024-01-25 13:49:10,0,Guamal,Meta,inactive,50,Colombia
1413,2023-04-03 13:00:43,0,Sogamoso,Boyacá,inactive,15,Colombia
1414,2023-04-08 02:52:51,0,Santa Fé de Antioquia,Antioquia,inactive,5,Colombia
